Date,kpi,ppi,unemployment,oil_price_nok,usd_nok,import,eksport,rente,eur_nok,boligindex,oljepris_USD,import_USD,eksport_USD
1969-01-01,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230803700,185468500
1969-02-01,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218598900,189179700
1969-03-01,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225640300,188463900
1969-04-01,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222316600,186389700
1969-05-01,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246391100,181743100
1969-06-01,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224457900,181465300
1969-07-01,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246966000,179679000
1969-08-01,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246999100,181943800
1969-09-01,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252222100,186049200
1969-10-01,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230370400,174197700
1969-11-01,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283123200,187112100
1969-12-01,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305214300,179951900
1970-01-01,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264711099.99999997,198476000
1970-02-01,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290638700,198266300
1970-03-01,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284844000,187814400
1970-04-01,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274710900,213572500
1970-05-01,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308833400,201247300
1970-06-01,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300633300,201433400
1970-07-01,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282965700,181810400
1970-08-01,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317102500,207191300
1970-09-01,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290930900,238134100
1970-10-01,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379895400,212577900
1970-11-01,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372083300,199730300
1970-12-01,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315049800,207214300
1971-01-01,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322619700,196322500
1971-02-01,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294004600,183932300
1971-03-01,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298034500,223411700
1971-04-01,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342638400,201048300
1971-05-01,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345029500,200116400
1971-06-01,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355165200,218851400
1971-07-01,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370421200,210361600
1971-08-01,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290879800,205765200
1971-09-01,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390764500,224441500
1971-10-01,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332208500,204842600
1971-11-01,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354297300,228239100
1971-12-01,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370651700,249279500
1972-01-01,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336799100,230005100
1972-02-01,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334902000,233202500
1972-03-01,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346525800,264610699.99999997
1972-04-01,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377235300,263796800
1972-05-01,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324536200,282190200
1972-06-01,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391621100,265600500.00000003
1972-07-01,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335417500,299779100
1972-08-01,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388003400,261489399.99999997
1972-09-01,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361885000,311315500
1972-10-01,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394907100,297906000
1972-11-01,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420169200,273407700
1972-12-01,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363119900,302215200
1973-01-01,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411158400,305940400
1973-02-01,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483373900,333261700
1973-03-01,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425093800,345786500
1973-04-01,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415294700,316370100
1973-05-01,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527756200,402582000
1973-06-01,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495608300,450003000
1973-07-01,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681469600,414715500
1973-08-01,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507506000,416761500
1973-09-01,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620751700,383549200
1973-10-01,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489997000,464766400
1973-11-01,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792238200,487713500
1973-12-01,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456447400,411169700
1974-01-01,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603505000,438787600
1974-02-01,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640181800,482688900
1974-03-01,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683784100,490961000
1974-04-01,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700373900,526025200
1974-05-01,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761048400,586836300
1974-06-01,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688082900,490597500
1974-07-01,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687570900,561504500
1974-08-01,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713075900,539765800
1974-09-01,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669707700,512998399.99999994
1974-10-01,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774100100,592668800
1974-11-01,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741602300,544729300
1974-12-01,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751060700,529362200
1975-01-01,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735551700,540455400
1975-02-01,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813450200,645290900
1975-03-01,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901660700,468987600
1975-04-01,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972043500,583964300
1975-05-01,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897599600,492452900
1975-06-01,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,891407400,597202500
1975-07-01,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727088300,745719200
1975-08-01,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703240900,724315200
1975-09-01,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750178300,532310800
1975-10-01,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747543000,624871300
1975-11-01,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786620000,678089200
1975-12-01,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733760000,620187500
1976-01-01,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933880500,517710099.99999994
1976-02-01,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918408200,659650100
1976-03-01,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,794957100,608373500
1976-04-01,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869107300,572088300
1976-05-01,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827395000,667020900
1976-06-01,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879706000,673277500
1976-07-01,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,871396900,889445000
1976-08-01,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1028700000,640581800
1976-09-01,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876452800,657780800
1976-10-01,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,992843400,656463000
1976-11-01,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908010200,648904000
1976-12-01,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181222000,746802900
1977-01-01,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954351800,643968000
1977-02-01,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041700000,700863000
1977-03-01,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1157369000,652886200
1977-04-01,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989996400,601160200
1977-05-01,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010020000,579661300
1977-06-01,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133288000,1023887000
1977-07-01,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527464000,834009200
1977-08-01,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,956821700,777314000
1977-09-01,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005595000,704794200
1977-10-01,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1122971000,750018000
1977-11-01,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,977491100,685338800
1977-12-01,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1066792000,935009600
1978-01-01,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050661000,762812700
1978-02-01,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,984373500,746673700
1978-03-01,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926279100,782795700
1978-04-01,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081992000,743896400
1978-05-01,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972924500,1187352000
1978-06-01,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869143400,1240594000
1978-07-01,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788004800,812201300
1978-08-01,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893029200,938701900
1978-09-01,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900627300,920890000
1978-10-01,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022652000,874488200
1978-11-01,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022199000,931080600
1978-12-01,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955779900,947386000
1979-01-01,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951835300,960890800
1979-02-01,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,938618700,969964200
1979-03-01,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055237000,1016025000
1979-04-01,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955322300,1049005000
1979-05-01,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098543000,1136009000
1979-06-01,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1161877000,998006200
1979-07-01,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1236271000,1129319000
1979-08-01,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1183287000,1278867000
1979-09-01,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1234984000,1331224000
1979-10-01,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288015000,1173539000
1979-11-01,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1281609000,1287220000
1979-12-01,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1268968000,1230710000
1980-01-01,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1407274000,1597634000
1980-02-01,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431644000,1550563000
1980-03-01,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1362083000,1482672000
1980-04-01,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300103000,1497551000
1980-05-01,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1376639000,1546306000
1980-06-01,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1557080000,1613387000
1980-07-01,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512808000,1332581000
1980-08-01,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1504106000,1633912000
1980-09-01,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315211000,1532996000
1980-10-01,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382393000,1565355000
1980-11-01,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394424000,1508909000
1980-12-01,30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373407000,1603743000
1981-01-01,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1273391000,1569893000
1981-02-01,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1337445000,1437004000
1981-03-01,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1429732000,1536251000
1981-04-01,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1209990000,1612094000
1981-05-01,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1318505000,1565800000
1981-06-01,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039000000,1642680000
1981-07-01,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1227151000,1500622000
1981-08-01,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300181000,1204321000
1981-09-01,33.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1336559000,1534554000
1981-10-01,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1302382000,1482254000
1981-11-01,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1468056000,1594057000
1981-12-01,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1371712000,1495772000
1982-01-01,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350543000,1535250000
1982-02-01,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353884000,1495395000
1982-03-01,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1264577000,1542666000
1982-04-01,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430680000,1646503000
1982-05-01,35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179652000,1451401000
1982-06-01,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1437016000,1444163000
1982-07-01,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1417373000,1636390000
1982-08-01,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230232000,1355449000
1982-09-01,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1277993000,1407048000
1982-10-01,37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084250000,1242990000
1982-11-01,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1233109000,1398005000
1982-12-01,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220166000,1435375000
1983-01-01,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1329342000,1408626000
1983-02-01,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1114611000,1407317000
1983-03-01,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1172171000,1487403000
1983-04-01,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,965981000,1543756000
1983-05-01,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288406000,1543833000
1983-06-01,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128288000,1387415000
1983-07-01,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047710000,1659961000
1983-08-01,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022236000,1459666000
1983-09-01,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102106000,1402744000
1983-10-01,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1159906000,1638943000
1983-11-01,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1124466000,1520936000
1983-12-01,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050736000,1569298000
1984-01-01,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1213827000,1651947000
1984-02-01,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1256102000,1571713000
1984-03-01,41.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220646000,1586489000
1984-04-01,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118365000,1537989000
1984-05-01,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175533000,1570045000
1984-06-01,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1241883000,1628409000
1984-07-01,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,997705300,1669740000
1984-08-01,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1229372000,1544072000
1984-09-01,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1170183000,1520248000
1984-10-01,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111826000,1448258000
1984-11-01,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1174804000,1641374000
1984-12-01,42.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950224300,1501973000
1985-01-01,43.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081852000,1491736000
1985-02-01,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152029000,1447222000
1985-03-01,43.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1164593000,1541551000
1985-04-01,43.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175154000,1640082000
1985-05-01,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1159060000,1592690000
1985-06-01,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1233549000,1528851000
1985-07-01,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1294727000,1716244000
1985-08-01,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1383768000,1776751000
1985-09-01,44.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293695000,1672304000
1985-10-01,44.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603143000,1900037000
1985-11-01,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1504810000,1753495000
1985-12-01,45.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440590000,1897888000
1986-01-01,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1598982000,1770578000
1986-02-01,45.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708147000,1706697000
1986-03-01,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1640672000,1688861000
1986-04-01,46.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1798448000,1106576000
1986-05-01,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1713395000,1396944000
1986-06-01,47.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1693872000,1462384000
1986-07-01,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1778445000,1396807000
1986-08-01,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1655763000,1503178000
1986-09-01,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759995000,1446430000
1986-10-01,48.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1743570000,1554981000
1986-11-01,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559819000,1547157000
1986-12-01,49.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594520000,1522914000
1987-01-01,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1671583000,1639365000
1987-02-01,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1728415000,1963252000
1987-03-01,50.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1812531000,1701424000
1987-04-01,51.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1833610000,1865874000
1987-05-01,51.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940850000,1907095000
1987-06-01,51.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1816394000,1696094000
1987-07-01,51.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1761050000,1800775000
1987-08-01,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927043000,1471123000
1987-09-01,52.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928846000,1718214000
1987-10-01,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1834911000,1774980000
1987-11-01,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1911840000,1788336000
1987-12-01,52.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379202000,2101053000
1988-01-01,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390948000,1630484000
1988-02-01,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2028581000,1836660000
1988-03-01,54.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2150924000,1832396000
1988-04-01,54.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962676000,1898568000
1988-05-01,54.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2058962000,1940282000
1988-06-01,55.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978251000,1871816000
1988-07-01,55.1,NA,NA,104.60125,6.6625,12337804050,12175032512.5,NA,NA,NA,15.7,1851233000,1827242000
1988-08-01,55.1,NA,NA,99.4406,6.811,11879589547,12827476417,NA,NA,NA,14.6,1744210000,1881776000
1988-09-01,55.8,NA,NA,84.8232,6.93,12250216440,12910395960,NA,NA,NA,12.24,1767849000,1863376000
1988-10-01,55.8,NA,NA,88.2882,6.93,12963472848,13708834524,NA,NA,NA,12.74,1872486000,1980054000
1988-11-01,55.8,NA,NA,93.3482,6.644,13249670764,12661896016,NA,NA,NA,14.05,1994431000,1905917000
1988-12-01,55.8,NA,NA,100.38336,6.468,15065634276,12488291508,NA,NA,NA,15.52,2329791000,1931019000
1989-01-01,56.2,NA,4.9,102.90588,6.468,11886168060,14402044440,NA,NA,NA,15.91,1808829000,2191860000
1989-02-01,56.4,NA,5,110.9624,6.766,13497418974,14128443198,NA,NA,NA,16.4,1994512000,2085988000
1989-03-01,56.9,NA,4.9,131.47375,6.725,12253131575,14902445325,NA,NA,NA,19.55,1821241000,2214401000
1989-04-01,57.2,NA,5.1,127.3715,6.725,13683954942,16272552114,NA,NA,NA,18.94,1991370000,2369517000
1989-05-01,57.4,NA,5.3,119.36875,6.725,11617025064,15510054056,NA,NA,NA,17.75,1704826000,2276760000
1989-06-01,57.7,NA,5.4,125.28087,7.163,13318602843,15492444409,NA,NA,NA,17.49,1859160000,2162756000
1989-07-01,57.8,NA,5.2,118.33276,7.163,14226792580,17195000638,NA,NA,NA,16.52,1991419000,2407535000
1989-08-01,57.6,NA,5.5,118.12848,6.852,13306364736,17007445128,NA,NA,NA,17.24,1942011000,2480441000
1989-09-01,58.1,NA,5.8,130.22536,7.171,13940847089,15793962567,NA,NA,NA,18.16,1944029000,2203125000
1989-10-01,58.2,NA,5.9,133.59573,7.171,14024084220,15421329785,NA,NA,NA,18.63,2035051000,2237970000
1989-11-01,58.2,NA,5.9,127.92306499999998,6.9185,14743683262,16065587220,NA,NA,NA,18.49,2131254000,2322363000
1989-12-01,58.2,NA,5.8,138.14736000000002,6.812,16931471232,15261632048,NA,NA,NA,20.28,2485840000,2239809000
1990-01-01,58.6,NA,6,136.64872,6.812,14125254255,16976411865,NA,NA,NA,20.06,2135150000,2566503000
1990-02-01,58.8,NA,5.9,126.28884,6.483,13243200114,15577170876,NA,NA,NA,19.48,2042277000,2399752000
1990-03-01,59.5,NA,5.8,120.55442,6.559,13820973943,15545997502,NA,NA,NA,18.38,2107893000,2370003000
1990-04-01,59.5,NA,5.6,112.29008,6.559,15494988159,15937117231,NA,NA,NA,17.12,2361460000,2430106000
1990-05-01,59.6,NA,5.7,106.51816,6.559,16993350728,15764505164,NA,NA,NA,16.24,2601466000,2414041000
1990-06-01,59.8,NA,5.9,105.1521,6.515,13061219880,17054276410,NA,NA,NA,16.14,2004320000,2617342000
1990-07-01,59.9,NA,5.8,129.2576,6.515,13820605347,16595472602,NA,NA,NA,19.84,2152095000,2585021000
1990-08-01,59.8,NA,5.8,164.459,6.148,13772657380,17906363548,NA,NA,NA,26.75,2240256000,2910689000
1990-09-01,60.4,NA,5.6,240.3868,6.148,13250942115,19921131622,NA,NA,NA,39.1,2186758000,3289013000
1990-10-01,60.9,NA,5.7,207.14819999999995,6.02,14638448719.999998,21311582600,NA,NA,NA,34.41,2432558000,3542054000
1990-11-01,60.9,NA,5.7,173.0392,5.926,15217114656,21160288204,NA,NA,NA,29.2,2568060000,3571152000
1990-12-01,60.7,NA,5.9,167.52802,5.926,13361465780,19108593348,NA,NA,NA,28.27,2274110000,3250803000
1991-01-01,61,NA,5.8,118.87556,5.926,13968082895,19179431280,8.5,NA,NA,20.06,2364240000,3246666000
1991-02-01,61.2,NA,5.8,108.1572,5.79,12769248630,17405776410,8.5,NA,NA,18.68,2204811000,3001995000
1991-03-01,61.6,NA,5.9,107.78975,6.005,13550558730,17423783730,8.5,NA,NA,17.95,2255098000,2898261000
1991-04-01,61.8,NA,5.9,116.6171,6.005,15227603180,18211625000,8.48,NA,NA,19.42,2326932000,2784360000
1991-05-01,61.9,NA,5.7,115.35605,6.005,12513600545,18704869770,8.2,NA,NA,19.21,1855128000,2774145000
1991-06-01,62,NA,5.8,112.4136,6.005,12737558400,18705973440,8,NA,NA,18.72,1894817000,2782965000
1991-07-01,62,NA,5.9,139.22621999999998,7.053,13366965501,19173996627,8,NA,NA,19.74,1895227000,2719721000
